,Year,State,Race,Education,Income
484,2018,Colorado,White,0.661913573527811,37300.0
485,2018,Colorado,Black,0.5646836638338055,29500.0
486,2018,Idaho,White,0.5347203458524723,27200.0
487,2018,Idaho,Black,0.4745762711864407,21000.0
488,2018,Montana,White,0.5629249340918552,29000.0
489,2018,Montana,Black,0.3333333333333333,11580.0
490,2018,Nevada,White,0.5443485353089105,33400.0
491,2018,Nevada,Black,0.47700394218134035,25000.0
492,2018,New Mexico,White,0.5763561616364183,28000.0
493,2018,New Mexico,Black,0.568,20500.0
494,2018,Utah,White,0.6079167107071134,30000.0
495,2018,Utah,Black,0.46153846153846156,23000.0
496,2018,Wyoming,White,0.5497448979591837,32000.0
497,2018,Wyoming,Black,0.5,27050.0
498,2018,California,White,0.6134371785451873,35300.0
499,2018,California,Black,0.5785984118418009,25000.0
500,2018,Oregon,White,0.6044449193289881,31400.0
501,2018,Oregon,Black,0.5434298440979956,24000.0
502,2018,Washington,White,0.6242604201033762,36000.0
503,2018,Washington,Black,0.5708609271523178,29000.0
504,2018,Alaska,White,0.6077895456098394,37900.0
505,2018,Alaska,Black,0.5978260869565217,30000.0
506,2018,Hawaii,White,0.6710663424800278,40000.0
507,2018,Hawaii,Black,0.5661375661375662,34000.0
508,2018,District of Columbia,White,0.9225,75000.0
509,2018,District of Columbia,Black,0.4788430637386181,28800.0
